Fecha,ID del producto,Nombre del producto, Nombre completo del producto,Marca del producto,Categoría,Subcategoría,Etiquetas,Precio unitario del producto,Unidades Vendidas
20190609,4011800801113,Mermelada Schwartau extra naranja ,Mermelada Schwartau extra naranja x 340 g,SCHWARTAU,Supermercado,Pasabocas,Mermelada y Cremas de untar,11990,1
20190609,3492390013338,Mermelada St.Dalfour Albaricoque Sin Azúcar ,Mermelada St.Dalfour Albaricoque Sin Azúcar X 284g,ST.DALFOUR,Supermercado,Pasabocas,Mermelada y Cremas de untar,16990,1
20190609,3492390013260,Mermelada St.Dalfour Durazno Sin Azúcar ,Mermelada St.Dalfour Durazno Sin Azúcar X 284g,ST.DALFOUR,Supermercado,Pasabocas,Mermelada y Cremas de untar,16990,1
20190609,3492390013413,Mermelada St.Dalfour Fresa Sin Azúcar ,Mermelada St.Dalfour Fresa Sin Azúcar X 284g,ST.DALFOUR,Supermercado,Pasabocas,Mermelada y Cremas de untar,16590,1
20190609,3492390013277,Mermelada St.Dalfour grosella Sin Azúcar ,Mermelada St.Dalfour grosella Sin Azúcar X 284g,ST.DALFOUR,Supermercado,Pasabocas,Mermelada y Cremas de untar,16990,1
20190609,3492390013321,Mermelada St.Dalfour Higo Sin Azúcar ,Mermelada St.Dalfour Higo Sin Azúcar X 284g,ST.DALFOUR,Supermercado,Pasabocas,Mermelada y Cremas de untar,16990,1
20190609,3492390013369,Mermelada St.Dalfour Naranja Sin Azúcar ,Mermelada St.Dalfour Naranja Sin Azúcar X 284g,ST.DALFOUR,Supermercado,Pasabocas,Mermelada y Cremas de untar,16590,1
20190609,7793126000667,Mermelada. Frambuesa 100%Nat Patagonia Berries ,Mermelada. Frambuesa 100%Nat Patagonia Berries X 350g,PATAGONIA,Supermercado,Pasabocas,Mermelada y Cremas de untar,14990,1
20190609,7702714100061,Miel de abeja apis mellefera la abeja dorada ,Miel de abeja apis mellefera la abeja dorada x 310g,LA ABEJA DORADA,Supermercado,Pasabocas,Mermelada y Cremas de untar,9790,1
20190609,7702714100023,Miel de abeja apis mellefera la abeja dorada ,Miel de abeja apis mellefera la abeja dorada x 614g,LA ABEJA DORADA,Supermercado,Pasabocas,Mermelada y Cremas de untar,16590,1
20190609,7707185450028,Miel de abeja flor del monte ,Miel de abeja flor del monte x 480g,FLOR DEL MONTE,Supermercado,Pasabocas,Mermelada y Cremas de untar,21590,1
20190609,7702714100078,Miel de abejas dosificador ,Miel de abejas dosificador x 350 g,LA ABEJA DORADA,Supermercado,Pasabocas,Mermelada y Cremas de untar,9790,1
20190609,7702714100054,Miel de abejas el dorado ,Miel de abejas el dorado x 160g,LA ABEJA DORADA,Supermercado,Pasabocas,Mermelada y Cremas de untar,5390,1
20190609,7707185450035,Miel De abejas Flor del monte ,Miel De abejas Flor del monte x 360 g,FLOR DEL MONTE,Supermercado,Pasabocas,Mermelada y Cremas de untar,16990,1
20190609,7702714100047,Miel La abeja doradax 520 g,Miel La abeja doradax 520 g,LA ABEJA DORADA,Supermercado,Pasabocas,Mermelada y Cremas de untar,15590,1
20190609,7709353683566,Miel Lok abejas natural ,Miel Lok abejas natural x 500g,LOK,Supermercado,Pasabocas,Mermelada y Cremas de untar,17990,1
20190609,7709089888907,Miel Lok abejas natural romero ,Miel Lok abejas natural romero x 500g,LOK,Supermercado,Pasabocas,Mermelada y Cremas de untar,17990,1
20190609,7709353683542,Miel Lok abejas natural tomillo ,Miel Lok abejas natural tomillo x 500g,LOK,Supermercado,Pasabocas,Mermelada y Cremas de untar,17990,1
20190609,80135463,Nutella Crema Avellanas con Cacao y Leche ,Nutella Crema Avellanas con Cacao y Leche x 200 g,NUTELLA,Supermercado,Pasabocas,Mermelada y Cremas de untar,12390,1
20190609,80176800,Nutella Crema Avellanas con Cacao y Leche ,Nutella Crema Avellanas con Cacao y Leche x 750g,NUTELLA,Supermercado,Pasabocas,Mermelada y Cremas de untar,32990,1
20190609,80177173,Nutella Crema Avellanas con Cacao y Leche ,Nutella Crema Avellanas con Cacao y Leche x 350g,NUTELLA,Supermercado,Pasabocas,Mermelada y Cremas de untar,15990,1
20190609,7702714200013,Propoleo ,Propoleo X 310g,LA ABEJA DORADA,Supermercado,Pasabocas,Mermelada y Cremas de untar,11590,1
20190609,606110287777,Barra bitty chocolate relleno sal caramelo quinua ,Barra bitty chocolate relleno sal caramelo quinua x 40g,A1-Integracion,Supermercado,Pasabocas,Mermelada y Cremas de untar,6290,1
20190609,7702189017604,Cheetos 12 Und ,Cheetos 12 Und x 180 g,CHEETOS,Supermercado,Pasabocas,Papas fritas y paquetes,3633,1
20190609,7702506112227,Chefrito surtido ,Chefrito surtido x 18 paquetes,CHEFRITO,Supermercado,Pasabocas,Papas fritas y paquetes,8190,1
20190609,7702506112258,Chefrito trocipollo ,Chefrito trocipollo X 130g,CHEFRITO,Supermercado,Pasabocas,Papas fritas y paquetes,2190,1
20190609,7702506111961,Chefrito trocipollo ,Chefrito trocipollo x 250g,TROCIPOLLO,Supermercado,Pasabocas,Papas fritas y paquetes,3490,1
20190609,7702189045775,Chicharrón Americano Natural Jacks ,Chicharrón Americano Natural Jacks x 100g,JACKS,Supermercado,Pasabocas,Papas fritas y paquetes,4473,1
20190609,7702050031999,Chicharrón Americano Natural Jacks 12 Und ,Chicharrón Americano Natural Jacks 12 Und x 180g,FRITO LAY,Supermercado,Pasabocas,Papas fritas y paquetes,7973,1
20190609,7706642004835,Chicharron Carnudo natural ,Chicharron Carnudo natural x 110 g,LA VICTORIA,Supermercado,Pasabocas,Papas fritas y paquetes,7990,1
20190609,7709990251852,Chicharrón espirales ,Chicharrón espirales x 100 g,DON CHICHARRON,Supermercado,Pasabocas,Papas fritas y paquetes,6293,1
20190609,7702152007038,Chicharrón Familiar Súper Ricas ,Chicharrón Familiar Súper Ricas x 50g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,2890,1
20190609,7709990251807,Chicharrón light ,Chicharrón light x 100 g,DON CHICHARRON,Supermercado,Pasabocas,Papas fritas y paquetes,6370,1
20190609,764218651262,Chips De Quínoa Bbq Simply7 ,Chips De Quínoa Bbq Simply7 x 99g,SIMPLY 7,Supermercado,Pasabocas,Papas fritas y paquetes,10390,1
20190609,764218608341,Chips hummus SIMPLY 7 Pimiento rojo asado ,Chips hummus SIMPLY 7 Pimiento rojo asado x 142g,SIMPLY 7,Supermercado,Pasabocas,Papas fritas y paquetes,10390,1
20190609,764218608389,Chips lenteja SIMPLY 7 Crema de eneldo ,Chips lenteja SIMPLY 7 Crema de eneldo x 113g,SIMPLY 7,Supermercado,Pasabocas,Papas fritas y paquetes,10390,1
20190609,764218651279,Chips quinoa SIMPLY 7 Crema agria cebolla ,Chips quinoa SIMPLY 7 Crema agria cebolla x 99g,SIMPLY 7,Supermercado,Pasabocas,Papas fritas y paquetes,10390,1
20190609,764218651255,Chips quinoa SIMPLY 7 Queso cheddar ,Chips quinoa SIMPLY 7 Queso cheddar x 99g,SIMPLY 7,Supermercado,Pasabocas,Papas fritas y paquetes,10390,1
20190609,7707183340109,Criollitos chicharrones ,Criollitos chicharrones X 60 g,CRIOLLITOS,Supermercado,Pasabocas,Papas fritas y paquetes,3090,1
20190609,7702189045546,Crispetas cheetos caramelo ,Crispetas cheetos caramelo X160g,CHEETOS,Supermercado,Pasabocas,Papas fritas y paquetes,1645,1
20190609,7702354934316,Crispetas POPETAS de Caramelo ,Crispetas POPETAS de Caramelo x 170g,POPETAS,Supermercado,Pasabocas,Papas fritas y paquetes,2690,1
20190609,7702354934293,Crispetas POPETAS de Caramelo ,Crispetas POPETAS de Caramelo x 6und. x 52g c-u,POPETAS,Supermercado,Pasabocas,Papas fritas y paquetes,7990,1
20190609,7702354939656,Crispetas POPETAS mix Caramelo y Mantequilla ,Crispetas POPETAS mix Caramelo y Mantequilla x 132g,POPETAS,Supermercado,Pasabocas,Papas fritas y paquetes,2650,1
20190609,7702354939625,Crispetas POPETAS mix Caramelo y Queso ,Crispetas POPETAS mix Caramelo y Queso x 6und x 40g c-u,POPETAS,Supermercado,Pasabocas,Papas fritas y paquetes,6390,1
20190609,7702354939649,Crispetas POPETAS mix Caramelo y Queso ,Crispetas POPETAS mix Caramelo y Queso x 135g,POPETAS,Supermercado,Pasabocas,Papas fritas y paquetes,2550,1
20190609,7709377767037,Crispetas uau! queso cheddar blanco sin gluten ,Crispetas uau! queso cheddar blanco sin gluten x 50 g,UAU,Supermercado,Pasabocas,Papas fritas y paquetes,4790,1
20190609,7709440091380,Crispetas uau! sal marina sin gluten ,Crispetas uau! sal marina sin gluten x 50 g,UAU,Supermercado,Pasabocas,Papas fritas y paquetes,4790,1
20190609,7709377767099,Crispetas uau! sin gluten surtidos ,Crispetas uau! sin gluten surtidos x 8 und x 120 g,UAU,Supermercado,Pasabocas,Papas fritas y paquetes,11590,1
20190609,7702152017013,Docena Chicharrón Súper Ricas 12 Und ,Docena Chicharrón Súper Ricas 12 Und x 10g Und,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,8790,1
20190609,7702189045751,Hojuelas De Plátano Maduro 100% Natural Natuchips ,Hojuelas De Plátano Maduro 100% Natural Natuchips x 135g,NATUCHIPS,Supermercado,Pasabocas,Papas fritas y paquetes,2513,1
20190609,7702189045720,Hojuelas De Plátano Verde 100% Natural Natuchips ,Hojuelas De Plátano Verde 100% Natural Natuchips x 135g,NATUCHIPS,Supermercado,Pasabocas,Papas fritas y paquetes,2513,1
20190609,7750526000024,Inka chips plátanos fritos hojuelas ,Inka chips plátanos fritos hojuelas X 100g,INKA CHIPS,Supermercado,Pasabocas,Papas fritas y paquetes,3590,1
20190609,7750526000161,Inka chips plátanos picantes ,Inka chips plátanos picantes X 100g,INKA CHIPS,Supermercado,Pasabocas,Papas fritas y paquetes,3590,1
20190609,7702914550505,Maizitos ,Maizitos x 215 g,RAMO,Supermercado,Pasabocas,Papas fritas y paquetes,4190,1
20190609,7709335802657,Mezcla Alcaguete de mi tierra ,Mezcla Alcaguete de mi tierra x 100g,ALCAGUETE,Supermercado,Pasabocas,Papas fritas y paquetes,4613,1
20190609,7702189045393,Mezcla De Pasabocas Horneados con Queso De Todito Mañanita 6 Und ,Mezcla De Pasabocas Horneados con Queso De Todito Mañanita 6 Und x 240g,DE TODITO,Supermercado,Pasabocas,Papas fritas y paquetes,6433,1
20190609,7750526000185,Mix Inka chips ,Mix Inka chips x 125g,INKA CHIPS,Supermercado,Pasabocas,Papas fritas y paquetes,4990,1
20190609,7707203592921,Nachos jalapeños Azteca ,Nachos jalapeños Azteca x 180g,AZTECA,Supermercado,Pasabocas,Papas fritas y paquetes,4590,1
20190609,7707203592914,Nachos mega cheese-bbq mix Azteca ,Nachos mega cheese-bbq mix Azteca x 180g,AZTECA,Supermercado,Pasabocas,Papas fritas y paquetes,4590,1
20190609,7709697832521,Nachos Monterojo sal marina sin gluten ,Nachos Monterojo sal marina sin gluten x 180 g,MONTE ROJO,Supermercado,Pasabocas,Papas fritas y paquetes,4590,1
20190609,7703133021173,Pack Palomitas Caramelo ,Pack Palomitas Caramelo x 240g,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,8790,1
20190609,7703133070379,Pack papas Rizadas mayonesa ,Pack papas Rizadas mayonesa x 300 gr,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,10390,1
20190609,7703133070317,Pack Papas Rizadas Natural ,Pack Papas Rizadas Natural x 300g,RIZADAS,Supermercado,Pasabocas,Papas fritas y paquetes,10390,1
20190609,7703133070393,Pack Papas Rizadas Surtidas ,Pack Papas Rizadas Surtidas x 300g,RIZADAS,Supermercado,Pasabocas,Papas fritas y paquetes,10390,1
20190609,7703133024228,Pack Tocinetas Fred ,Pack Tocinetas Fred x 12 unds x 13 gr c-u,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,7590,1
20190609,7702506465484,Palitos Palokitos limón ,Palitos Palokitos limón x 130 g,PALOKITOS,Supermercado,Pasabocas,Papas fritas y paquetes,2090,1
20190609,7702189051431,Papa Margarita receta clásica sal ,Papa Margarita receta clásica sal x 120 g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,2513,1
20190609,7702152012018,Papa Natural Súper Rica 12 Und ,Papa Natural Súper Rica 12 Und x 300g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,9990,1
20190609,7702152100234,Papa Súper Crokante Natural Súper Ricas 6 Und ,Papa Súper Crokante Natural Súper Ricas 6 Und x 240g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,9990,1
20190609,7702152100906,Papa Súper Crokante Sabor Costilla De Cerdo Súper Ricas 6Und ,Papa Súper Crokante Sabor Costilla De Cerdo Súper Ricas 6Und x 240g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,9590,1
20190609,7702152001036,Papas Fosforitos Familiar Súper Ricas ,Papas Fosforitos Familiar Súper Ricas x 200g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,4190,1
20190609,7702189033093,Papas Fosforitos Resellable Margarita ,Papas Fosforitos Resellable Margarita x 182g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,2933,1
20190609,7702189000309,Papas Fritas BBQ Margarita 12 Und ,Papas Fritas BBQ Margarita 12 Und x 300g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,7273,1
20190609,7702152006406,Papas Fritas Crokante Natural Súper ricas ,Papas Fritas Crokante Natural Súper ricas x 115g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,3690,1
20190609,7702189000392,Papas Fritas Limón Margarita 12 Und ,Papas Fritas Limón Margarita 12 Und x 300g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,7273,1
20190609,7702152002255,Papas Fritas Natural Familiar Súper Ricas ,Papas Fritas Natural Familiar Súper Ricas x 215g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,5190,1
20190609,7702152002224,Papas Fritas Natural Familiar Súper Ricas ,Papas Fritas Natural Familiar Súper Ricas x 115g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,3090,1
20190609,7702189000064,Papas Fritas Naturales Margarita 12 Und ,Papas Fritas Naturales Margarita 12 Und x 300g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,7273,1
20190609,7702189030672,Papas Fritas Onduladas Tomate Margarita 10 Und ,Papas Fritas Onduladas Tomate Margarita 10 Und x 320g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,7413,1
20190609,7702152002248,Papas Fritas Picante Familiar Súper Ricas ,Papas Fritas Picante Familiar Súper Ricas x 115 g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,2990,1
20190609,7702152002231,Papas Fritas Pollo Familiar Súper Ricas ,Papas Fritas Pollo Familiar Súper Ricas x 115g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,3090,1
20190609,7702152002262,Papas Fritas Pollo Familiar Súper Ricas ,Papas Fritas Pollo Familiar Súper Ricas x 215g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,5190,1
20190609,7702189000200,Papas Fritas Pollo Margarita 12 Und ,Papas Fritas Pollo Margarita 12 Und x 300g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,7273,1
20190609,7702152013015,Papas Fritas Pollo Súper Ricas 12 Und ,Papas Fritas Pollo Súper Ricas 12 Und x 300g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,10990,1
20190609,7702152101224,Papas Fritas Súper Crokante Sabor A Gallina Súper Ricas 115g,Papas Fritas Súper Crokante Sabor A Gallina Súper Ricas 115g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,3590,1
20190609,7702152101231,Papas Fritas Súper Crokante Sabor Costilla De Cerdo Súper Ricas ,Papas Fritas Súper Crokante Sabor Costilla De Cerdo Súper Ricas x 115g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,3590,1
20190609,7703616160894,Papas JBO limón ,Papas JBO limón x 12 und x 25 g c-u,JBO MP,Supermercado,Pasabocas,Papas fritas y paquetes,8990,1
20190609,7703616160900,Papas JBO natural ,Papas JBO natural x 12 und x 25 g c-u,JBO MP,Supermercado,Pasabocas,Papas fritas y paquetes,8990,1
20190609,7703616160887,Papas JBO pollo ,Papas JBO pollo x 12 und x 25 g c-u,JBO MP,Supermercado,Pasabocas,Papas fritas y paquetes,8990,1
20190609,7703616160917,Papas JBO surtidas ,Papas JBO surtidas x 12 und x 25 g c-u,JBO MP,Supermercado,Pasabocas,Papas fritas y paquetes,6590,1
20190609,7702189053794,Papas Margarita limón ,Papas Margarita limón x 105g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,2373,1
20190609,7702189053787,Papas Margarita natural ,Papas Margarita natural x 105g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,2373,1
20190609,7702189053848,Papas Margarita onduladas tomate ,Papas Margarita onduladas tomate x 105g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,2373,1
20190609,7702189053770,Papas Margarita pollo ,Papas Margarita pollo x 105g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,2373,1
20190609,7702189051134,Papas Margarita receta clásica alitas bbq ,Papas Margarita receta clásica alitas bbq x 6 und x 228 g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,6293,1
20190609,7702189052841,Papas Margarita receta clásica limón pimienta ,Papas Margarita receta clásica limón pimienta x 6 und x 222 g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,6713,1
20190609,7702189051127,Papas Margarita receta clasica sal ,Papas Margarita receta clasica sal x 6und x 228g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,6433,1
20190609,7709377767068,Papas Monterojo pimienta sin gluten ,Papas Monterojo pimienta sin gluten x 115 g,MONTE ROJO,Supermercado,Pasabocas,Papas fritas y paquetes,5190,1
20190609,7709377767075,Papas Monterojo sal rosada sin gluten ,Papas Monterojo sal rosada sin gluten x 115 g,MONTE ROJO,Supermercado,Pasabocas,Papas fritas y paquetes,5190,1
20190609,7709990026542,Papas natural Oliva ,Papas natural Oliva x 150 g,OLIVA,Supermercado,Pasabocas,Papas fritas y paquetes,8390,1
20190609,7709990695670,Papas natural Oliva ,Papas natural Oliva x 30 g x 6 und,OLIVA,Supermercado,Pasabocas,Papas fritas y paquetes,12390,1
20190609,7709990695656,Papas oliva vinagre ,Papas oliva vinagre x 30g x 6 und,OLIVA,Supermercado,Pasabocas,Papas fritas y paquetes,12390,1
20190609,7702189223968,Papas pollo Margarita ,Papas pollo Margarita x 12unds x 25g c-u gratis De Todito natural x 2unds x 45g c-u,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,7525,1
20190609,38000846748,Papas Pringles Crema Y Cebolla ,Papas Pringles Crema Y Cebolla X 40g,PRINGLES,Supermercado,Pasabocas,Papas fritas y paquetes,2373,1
20190609,38000846731,Papas Pringles Original ,Papas Pringles Original X 37g,PRINGLES,Supermercado,Pasabocas,Papas fritas y paquetes,2373,1
20190609,7703133071079,Papas Rizadas Limón ,Papas Rizadas Limón x 115g,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,2790,1
20190609,7703133071031,Papas Rizadas Natural ,Papas Rizadas Natural X 115 G,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,2790,1
20190609,7703133071055,Papas Rizadas Pollo ,Papas Rizadas Pollo x 115g,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,2790,1
20190609,7703133088121,Papas Rizadas tomate ,Papas Rizadas tomate x 115g  edición limitada,RIZADAS,Supermercado,Pasabocas,Papas fritas y paquetes,3390,1
20190609,7703133030472,Papas sabor mayonesa Rizadas ,Papas sabor mayonesa Rizadas x 250 g,RIZADAS,Supermercado,Pasabocas,Papas fritas y paquetes,5390,1
20190609,7702189051097,Papas sensaciones paprika dulce Margarita ,Papas sensaciones paprika dulce Margarita x 120 g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,3073,1
20190609,7702189051059,Papas sensaciones paprika dulce Margarita ,Papas sensaciones paprika dulce Margarita x 245 g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,4613,1
20190609,7702189051080,Papas sensaciones pollo teriyaki Margarita ,Papas sensaciones pollo teriyaki Margarita x 120 g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,3073,1
20190609,7702152106700,Papas Super Ricas bbq ,Papas Super Ricas bbq x 6 paquetes x 150 g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,5990,1
20190609,7702152106687,Papas Super Ricas limón ,Papas Super Ricas limón x 6 paquetes x 150 g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,5990,1
20190609,7702152106670,Papas Super Ricas natural ,Papas Super Ricas natural x 6 paquetes x 150 g,SUPER RICAS,Supermercado,Pasabocas,Papas fritas y paquetes,5990,1
20190609,7702189012869,Papas Surtidas 15 Und ,Papas Surtidas 15 Und x 375g,MARGARITA,Supermercado,Pasabocas,Papas fritas y paquetes,9513,1
20190609,7702189045829,Pasa bocas cheese tris ,Pasa bocas cheese tris X93g,FRITO LAY,Supermercado,Pasabocas,Papas fritas y paquetes,1183,1
20190609,7702189046680,Pasa bocas de todito mix ,Pasa bocas de todito mix X 155g,DE TODITO,Supermercado,Pasabocas,Papas fritas y paquetes,2863,1
20190609,7702914551007,Pasaboca Maizitos ,Pasaboca Maizitos x 12 unds x 360g,RAMO,Supermercado,Pasabocas,Papas fritas y paquetes,9390,1
20190609,7702025136438,Pasabocas  maíz azul ajonjolí Tosh ,Pasabocas  maíz azul ajonjolí Tosh x 6 unds x 30g c-u,TOSH,Supermercado,Pasabocas,Papas fritas y paquetes,8790,1
20190609,7703133081788,Pasabocas Anillos De Cebolla ,Pasabocas Anillos De Cebolla x 21g,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,1150,1
20190609,7702189051530,Pasabocas Cheese Tris ,Pasabocas Cheese Tris x 6 und x 45 g,CHEESE TRIS,Supermercado,Pasabocas,Papas fritas y paquetes,3913,1
20190609,7702189052377,Pasabocas Cheetos crispetas caramelo ,Pasabocas Cheetos crispetas caramelo x 6 und x 45 g c-u,CHEETOS,Supermercado,Pasabocas,Papas fritas y paquetes,4753,1
20190609,7702189051882,Pasabocas Cheetos horneados trissitos picante ,Pasabocas Cheetos horneados trissitos picante x 45 g,CHEETOS,Supermercado,Pasabocas,Papas fritas y paquetes,875,1
20190609,7702189050106,Pasabocas Choclitos limón ,Pasabocas Choclitos limón x 12 und x 27 g c-u,CHOCLITOS,Supermercado,Pasabocas,Papas fritas y paquetes,5173,1
20190609,7702189045782,Pasabocas De Maíz Mega Queso Doritos ,Pasabocas De Maíz Mega Queso Doritos x 185g,DORITOS,Supermercado,Pasabocas,Papas fritas y paquetes,2793,1
20190609,7702189033963,Pasabocas De Queso Rosquitas Cronch 12 Und ,Pasabocas De Queso Rosquitas Cronch 12 Und x 22g c-u,CRONCH,Supermercado,Pasabocas,Papas fritas y paquetes,7413,1
20190609,7702189051677,Pasabocas De Todito 4 limón ,Pasabocas De Todito 4 limón x 6 und x 45 g c-u,DE TODITO,Supermercado,Pasabocas,Papas fritas y paquetes,7273,1
20190609,7702189051653,Pasabocas De Todito 4 pollo ,Pasabocas De Todito 4 pollo x 6 und x 45 g c-u,DE TODITO,Supermercado,Pasabocas,Papas fritas y paquetes,7273,1
20190609,7702050013339,Pasabocas De Todito Mix Paketon ,Pasabocas De Todito Mix Paketon x 300g,DE TODITO,Supermercado,Pasabocas,Papas fritas y paquetes,6713,1
20190609,7702189011480,Pasabocas De Todito Paketon BBQ ,Pasabocas De Todito Paketon BBQ x 300g,DE TODITO,Supermercado,Pasabocas,Papas fritas y paquetes,6573,1
20190609,7702189011473,Pasabocas De Todito Paketon Natural ,Pasabocas De Todito Paketon Natural x 300g,DE TODITO,Supermercado,Pasabocas,Papas fritas y paquetes,6573,1
20190609,7702189050182,Pasabocas Doritos mega queso ,Pasabocas Doritos mega queso x 10 und x 340 g peso neto,DORITOS,Supermercado,Pasabocas,Papas fritas y paquetes,6853,1
20190609,7703133030212,Pasabocas El golpe Con Todo Original ,Pasabocas El golpe Con Todo Original x 140g,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,3490,1
20190609,7703133072571,Pasabocas El golpe Con Todo Original ,Pasabocas El golpe Con Todo Original x 45g,GOLPE CON TODO,Supermercado,Pasabocas,Papas fritas y paquetes,1190,1
20190609,7703133073509,Pasabocas El golpe Con Todo Ranchero ,Pasabocas El golpe Con Todo Ranchero x 140g,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,3590,1
20190609,7703133072533,Pasabocas El golpe Con Todo Ranchero ,Pasabocas El golpe Con Todo Ranchero x 45g,GOLPE CON TODO,Supermercado,Pasabocas,Papas fritas y paquetes,690,1
20190609,7703133030496,Pasabocas El Golpe contodo ranchero megapack ,Pasabocas El Golpe contodo ranchero megapack x 250 g,GOLPE CON TODO,Supermercado,Pasabocas,Papas fritas y paquetes,5190,1
20190609,7702189049384,Pasabocas Fritolay hiper lonchera surtidos ,Pasabocas Fritolay hiper lonchera surtidos x 30und x 806g,FRITO LAY,Supermercado,Pasabocas,Papas fritas y paquetes,10073,1
20190609,7702189052209,Pasabocas Fritolay lonchera favorita surtido ,Pasabocas Fritolay lonchera favorita surtido x 12 paquetes x 331 g,FRITO LAY,Supermercado,Pasabocas,Papas fritas y paquetes,6993,1
20190609,7702189049360,Pasabocas Fritolay super lonchera surtido ,Pasabocas Fritolay super lonchera surtido x 12 paq x 282 g,FRITO LAY,Supermercado,Pasabocas,Papas fritas y paquetes,4473,1
20190609,7703616166322,Pasabocas JBO mixto BBQ ,Pasabocas JBO mixto BBQ x 450g,JBO MP,Supermercado,Pasabocas,Papas fritas y paquetes,8390,1
20190609,7703616163260,Pasabocas JBO mixto natural ,Pasabocas JBO mixto natural x 450 g,JBO MP,Supermercado,Pasabocas,Papas fritas y paquetes,8390,1
20190609,7702914159302,Pasabocas Maizitos surtido ,Pasabocas Maizitos surtido x16paq. x30g c-u,MAIZITOS,Supermercado,Pasabocas,Papas fritas y paquetes,10990,1
20190609,7703133086417,Pasabocas mega Yupi ,Pasabocas mega Yupi x 30 und x 589 g,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,11990,1
20190609,7702189050168,Pasabocas Natuchips multicereal queso crema ,Pasabocas Natuchips multicereal queso crema x 6 und x 40g c-u,NATUCHIPS,Supermercado,Pasabocas,Papas fritas y paquetes,5033,1
20190609,7702189050151,Pasabocas Natuchips multicereal sal marina ,Pasabocas Natuchips multicereal sal marina x 6 und x 40g c-u,NATUCHIPS,Supermercado,Pasabocas,Papas fritas y paquetes,5033,1
20190609,7702189050137,Pasabocas Natuchips multicereal sal marina ,Pasabocas Natuchips multicereal sal marina x 140g,NATUCHIPS,Supermercado,Pasabocas,Papas fritas y paquetes,2303,1
20190609,7703133021227,Pasabocas Palomitas Caramelo ,Pasabocas Palomitas Caramelo x 68g,YUPI,Supermercado,Pasabocas,Papas fritas y paquetes,1490,1
20190609,7702489000368,Pasabocas Piquitos ,Pasabocas Piquitos x 170 g paga 10 lleva 12,PIQUITOS,Supermercado,Pasabocas,Papas fritas y paquetes,6990,1
20190609,7702489000306,Pasabocas Piquitos pirrosquitas ,Pasabocas Piquitos pirrosquitas x 30 g c-u pague 2 lleve 3,PIQUITOS,Supermercado,Pasabocas,Papas fritas y paquetes,3490,1
20190609,7707322030748,Pasabocas Quínoa Club quinua maíz ,Pasabocas Quínoa Club quinua maíz x 6unds x12g c-u,QUINOACLUB,Supermercado,Pasabocas,Papas fritas y paquetes,6990,1
